"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentStunted","AVG_PercentOverweight"
"1","Albania","Europe","Y2000",NA,"29.5","17.7"
"2","Albania","Europe","Y2001",NA,"29.6","18.8"
"3","Albania","Europe","Y2002",NA,"29.5","19.9"
"4","Albania","Europe","Y2003",NA,"29.2","21.1"
"5","Albania","Europe","Y2004",NA,"28.5","22.2"
"6","Albania","Europe","Y2005",NA,"27.6","23.2"
"7","Albania","Europe","Y2006",NA,"26.3","24"
"8","Albania","Europe","Y2007",NA,"24.7","24.5"
"9","Albania","Europe","Y2008",NA,"22.9","24.7"
"10","Albania","Europe","Y2009",NA,"21.1","24.6"
"11","Albania","Europe","Y2010",NA,"19.3","24.2"
"12","Albania","Europe","Y2011",NA,"17.8","23.4"
"13","Albania","Europe","Y2012",NA,"16.4","22.4"
"14","Albania","Europe","Y2013",NA,"15.2","21.2"
"15","Albania","Europe","Y2014",NA,"14.3","19.9"
"16","Albania","Europe","Y2015",NA,"13.5","18.5"
"17","Albania","Europe","Y2016",NA,"12.7","17.1"
"18","Albania","Europe","Y2017",NA,"11.9","16"
"19","Albania","Europe","Y2018",NA,"11.1","15"
"20","Albania","Europe","Y2019",NA,"10.3","14.3"
"21","Albania","Europe","Y2020",NA,"9.5","13.9"
"22","Albania","Europe","Y2021",NA,"8.8","13.6"
"23","Albania","Europe","Y2022",NA,"8.3","13.4"
"24","Algeria","Africa","Y2000","France","22.3","12.8"
"25","Algeria","Africa","Y2001","France","21.5","13.5"
"26","Algeria","Africa","Y2002","France","20.7","14.1"
"27","Algeria","Africa","Y2003","France","19.8","14.7"
"28","Algeria","Africa","Y2004","France","18.9","15.1"
"29","Algeria","Africa","Y2005","France","18.1","15.4"
"30","Algeria","Africa","Y2006","France","17.2","15.6"
"31","Algeria","Africa","Y2007","France","16.3","15.6"
"32","Algeria","Africa","Y2008","France","15.4","15.4"
"33","Algeria","Africa","Y2009","France","14.4","15.1"
"34","Algeria","Africa","Y2010","France","13.6","14.6"
"35","Algeria","Africa","Y2011","France","12.8","14.1"
"36","Algeria","Africa","Y2012","France","12.1","13.5"
"37","Algeria","Africa","Y2013","France","11.6","13"
"38","Algeria","Africa","Y2014","France","11.1","12.5"
"39","Algeria","Africa","Y2015","France","10.7","12.2"
"40","Algeria","Africa","Y2016","France","10.4","12"
"41","Algeria","Africa","Y2017","France","10","11.8"
"42","Algeria","Africa","Y2018","France","9.7","11.7"
"43","Algeria","Africa","Y2019","France","9.4","11.7"
"44","Algeria","Africa","Y2020","France","9.1","11.7"
"45","Algeria","Africa","Y2021","France","8.8","11.7"
"46","Algeria","Africa","Y2022","France","8.6","11.9"
"47","Angola","Africa","Y2000","Portugal","46.5","2.7"
"48","Angola","Africa","Y2001","Portugal","43.5","2.9"
"49","Angola","Africa","Y2002","Portugal","40.6","3.1"
"50","Angola","Africa","Y2003","Portugal","38","3.2"
"51","Angola","Africa","Y2004","Portugal","35.7","3.2"
"52","Angola","Africa","Y2005","Portugal","33.9","3.2"
"53","Angola","Africa","Y2006","Portugal","32.5","3.2"
"54","Angola","Africa","Y2007","Portugal","31.6","3.1"
"55","Angola","Africa","Y2008","Portugal","30.9","3"
"56","Angola","Africa","Y2009","Portugal","30.7","3"
"57","Angola","Africa","Y2010","Portugal","30.8","3"
"58","Angola","Africa","Y2011","Portugal","31.1","3"
"59","Angola","Africa","Y2012","Portugal","31.8","3"
"60","Angola","Africa","Y2013","Portugal","32.8","3"
"61","Angola","Africa","Y2014","Portugal","34.1","3.1"
"62","Angola","Africa","Y2015","Portugal","35.6","3.2"
"63","Angola","Africa","Y2016","Portugal","37.2","3.3"
"64","Angola","Africa","Y2017","Portugal","38.7","3.4"
"65","Angola","Africa","Y2018","Portugal","40.2","3.5"
"66","Angola","Africa","Y2019","Portugal","41.4","3.6"
"67","Angola","Africa","Y2020","Portugal","42.4","3.7"
"68","Angola","Africa","Y2021","Portugal","43.1","3.8"
"69","Angola","Africa","Y2022","Portugal","43.6","3.9"
"70","Belarus","Europe","Y2000",NA,"4.7","8.8"
"71","Belarus","Europe","Y2001",NA,"4.5","9.1"
"72","Belarus","Europe","Y2002",NA,"4.5","9.4"
"73","Belarus","Europe","Y2003",NA,"4.4","9.7"
"74","Belarus","Europe","Y2004",NA,"4.5","9.7"
"75","Belarus","Europe","Y2005",NA,"4.5","9.7"
"76","Belarus","Europe","Y2006",NA,"4.4","9.7"
"77","Belarus","Europe","Y2007",NA,"4.4","9.6"
"78","Belarus","Europe","Y2008",NA,"4.4","9.4"
"79","Belarus","Europe","Y2009",NA,"4.1","9.2"
"80","Belarus","Europe","Y2010",NA,"4","8.9"
"81","Belarus","Europe","Y2011",NA,"3.9","8.5"
"82","Belarus","Europe","Y2012",NA,"3.9","8"
"83","Belarus","Europe","Y2013",NA,"3.8","7.6"
"84","Belarus","Europe","Y2014",NA,"3.8","7.1"
"85","Belarus","Europe","Y2015",NA,"3.8","6.7"
"86","Belarus","Europe","Y2016",NA,"3.7","6.3"
"87","Belarus","Europe","Y2017",NA,"3.7","5.9"
"88","Belarus","Europe","Y2018",NA,"3.7","5.6"
"89","Belarus","Europe","Y2019",NA,"3.7","5.4"
"90","Belarus","Europe","Y2020",NA,"3.6","5.3"
"91","Belarus","Europe","Y2021",NA,"3.6","5.2"
"92","Belarus","Europe","Y2022",NA,"3.6","5.3"
"93","Belgium","Europe","Y2000",NA,"4","3.3"
"94","Belgium","Europe","Y2001",NA,"4","3.3"
"95","Belgium","Europe","Y2002",NA,"4","3.2"
"96","Belgium","Europe","Y2003",NA,"3.9","3.2"
"97","Belgium","Europe","Y2004",NA,"3.8","3.3"
"98","Belgium","Europe","Y2005",NA,"3.7","3.3"
"99","Belgium","Europe","Y2006",NA,"3.6","3.3"
"100","Belgium","Europe","Y2007",NA,"3.5","3.4"
"101","Belgium","Europe","Y2008",NA,"3.4","3.4"
"102","Belgium","Europe","Y2009",NA,"3.2","3.5"
"103","Belgium","Europe","Y2010",NA,"3.1","3.5"
"104","Belgium","Europe","Y2011",NA,"2.9","3.6"
"105","Belgium","Europe","Y2012",NA,"2.8","3.6"
"106","Belgium","Europe","Y2013",NA,"2.7","3.7"
"107","Belgium","Europe","Y2014",NA,"2.7","3.7"
"108","Belgium","Europe","Y2015",NA,"2.6","3.8"
"109","Belgium","Europe","Y2016",NA,"2.6","3.8"
"110","Belgium","Europe","Y2017",NA,"2.6","3.8"
"111","Belgium","Europe","Y2018",NA,"2.5","3.9"
"112","Belgium","Europe","Y2019",NA,"2.5","3.9"
"113","Belgium","Europe","Y2020",NA,"2.5","3.9"
"114","Belgium","Europe","Y2021",NA,"2.4","4"
"115","Belgium","Europe","Y2022",NA,"2.4","4"
"116","Benin","Africa","Y2000","France","34.9","2.7"
"117","Benin","Africa","Y2001","France","35","3"
"118","Benin","Africa","Y2002","France","35.2","3.3"
"119","Benin","Africa","Y2003","France","35.4","3.4"
"120","Benin","Africa","Y2004","France","35.7","3.2"
"121","Benin","Africa","Y2005","France","36.1","2.8"
"122","Benin","Africa","Y2006","France","36.4","2.4"
"123","Benin","Africa","Y2007","France","36.4","2.1"
"124","Benin","Africa","Y2008","France","36.2","1.8"
"125","Benin","Africa","Y2009","France","35.8","1.7"
"126","Benin","Africa","Y2010","France","35.2","1.6"
"127","Benin","Africa","Y2011","France","34.5","1.6"
"128","Benin","Africa","Y2012","France","33.9","1.6"
"129","Benin","Africa","Y2013","France","33.5","1.6"
"130","Benin","Africa","Y2014","France","33.1","1.7"
"131","Benin","Africa","Y2015","France","32.9","1.7"
"132","Benin","Africa","Y2016","France","32.7","1.8"
"133","Benin","Africa","Y2017","France","32.5","1.8"
"134","Benin","Africa","Y2018","France","32.3","1.8"
"135","Benin","Africa","Y2019","France","31.9","1.9"
"136","Benin","Africa","Y2020","France","31.4","2"
"137","Benin","Africa","Y2021","France","30.9","2.1"
"138","Benin","Africa","Y2022","France","30.4","2.2"
"139","Bosnia and Herzegovina","Europe","Y2000",NA,"12.4","17.3"
"140","Bosnia and Herzegovina","Europe","Y2001",NA,"11.8","18.7"
"141","Bosnia and Herzegovina","Europe","Y2002",NA,"11.6","19.8"
"142","Bosnia and Herzegovina","Europe","Y2003",NA,"11.4","20.8"
"143","Bosnia and Herzegovina","Europe","Y2004",NA,"11.3","21.5"
"144","Bosnia and Herzegovina","Europe","Y2005",NA,"11.2","22"
"145","Bosnia and Herzegovina","Europe","Y2006",NA,"11.1","22.3"
"146","Bosnia and Herzegovina","Europe","Y2007",NA,"11","22.2"
"147","Bosnia and Herzegovina","Europe","Y2008",NA,"10.8","21.9"
"148","Bosnia and Herzegovina","Europe","Y2009",NA,"10.4","21.3"
"149","Bosnia and Herzegovina","Europe","Y2010",NA,"10","20.6"
"150","Bosnia and Herzegovina","Europe","Y2011",NA,"9.6","19.7"
"151","Bosnia and Herzegovina","Europe","Y2012",NA,"9.2","18.7"
"152","Bosnia and Herzegovina","Europe","Y2013",NA,"8.9","17.5"
"153","Bosnia and Herzegovina","Europe","Y2014",NA,"8.7","16.2"
"154","Bosnia and Herzegovina","Europe","Y2015",NA,"8.6","14.9"
"155","Bosnia and Herzegovina","Europe","Y2016",NA,"8.5","13.7"
"156","Bosnia and Herzegovina","Europe","Y2017",NA,"8.4","12.6"
"157","Bosnia and Herzegovina","Europe","Y2018",NA,"8.4","11.6"
"158","Bosnia and Herzegovina","Europe","Y2019",NA,"8.3","10.7"
"159","Bosnia and Herzegovina","Europe","Y2020",NA,"8.2","10.1"
"160","Bosnia and Herzegovina","Europe","Y2021",NA,"8.1","9.7"
"161","Bosnia and Herzegovina","Europe","Y2022",NA,"8","9.4"
"162","Botswana","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","30.3","9.8"
"163","Botswana","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","30.1","9.8"
"164","Botswana","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","30","9.9"
"165","Botswana","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","29.7","9.9"
"166","Botswana","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","29.5","10"
"167","Botswana","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","29.3","10"
"168","Botswana","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","28.8","10.1"
"169","Botswana","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","28.3","10.2"
"170","Botswana","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","27.8","10.2"
"171","Botswana","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","27","10.2"
"172","Botswana","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","26.1","10.3"
"173","Botswana","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","25.3","10.4"
"174","Botswana","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","24.6","10.4"
"175","Botswana","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","23.6","10.5"
"176","Botswana","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","23.2","10.5"
"177","Botswana","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","22.9","10.5"
"178","Botswana","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","22.9","10.4"
"179","Botswana","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","22.9","10.3"
"180","Botswana","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","23","10.1"
"181","Botswana","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","22.8","10"
"182","Botswana","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","22.5","10"
"183","Botswana","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","22.1","10"
"184","Botswana","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","21.6","10.1"
"185","Bulgaria","Europe","Y2000",NA,"8.1","9.9"
"186","Bulgaria","Europe","Y2001",NA,"8.3","10.1"
"187","Bulgaria","Europe","Y2002",NA,"8.4","10.2"
"188","Bulgaria","Europe","Y2003",NA,"8.5","10.2"
"189","Bulgaria","Europe","Y2004",NA,"8.6","10.2"
"190","Bulgaria","Europe","Y2005",NA,"8.6","10.1"
"191","Bulgaria","Europe","Y2006",NA,"8.6","9.9"
"192","Bulgaria","Europe","Y2007",NA,"8.4","9.6"
"193","Bulgaria","Europe","Y2008",NA,"8.2","9.2"
"194","Bulgaria","Europe","Y2009",NA,"8","8.7"
"195","Bulgaria","Europe","Y2010",NA,"7.7","8.1"
"196","Bulgaria","Europe","Y2011",NA,"7.4","7.6"
"197","Bulgaria","Europe","Y2012",NA,"7.1","7"
"198","Bulgaria","Europe","Y2013",NA,"6.9","6.4"
"199","Bulgaria","Europe","Y2014",NA,"6.8","5.8"
"200","Bulgaria","Europe","Y2015",NA,"6.6","5.3"
"201","Bulgaria","Europe","Y2016",NA,"6.5","4.9"
"202","Bulgaria","Europe","Y2017",NA,"6.4","4.5"
"203","Bulgaria","Europe","Y2018",NA,"6.2","4.2"
"204","Bulgaria","Europe","Y2019",NA,"6.1","4"
"205","Bulgaria","Europe","Y2020",NA,"5.9","3.9"
"206","Bulgaria","Europe","Y2021",NA,"5.7","3.8"
"207","Bulgaria","Europe","Y2022",NA,"5.6","3.8"
"208","Burkina Faso","Africa","Y2000","France","40.5","2.8"
"209","Burkina Faso","Africa","Y2001","France","40.9","3.1"
"210","Burkina Faso","Africa","Y2002","France","41.3","3.4"
"211","Burkina Faso","Africa","Y2003","France","41.5","3.5"
"212","Burkina Faso","Africa","Y2004","France","41.6","3.3"
"213","Burkina Faso","Africa","Y2005","France","41.5","2.9"
"214","Burkina Faso","Africa","Y2006","France","41.2","2.5"
"215","Burkina Faso","Africa","Y2007","France","40.6","2.2"
"216","Burkina Faso","Africa","Y2008","France","39.6","1.9"
"217","Burkina Faso","Africa","Y2009","France","38.3","1.8"
"218","Burkina Faso","Africa","Y2010","France","36.7","1.7"
"219","Burkina Faso","Africa","Y2011","France","35.1","1.7"
"220","Burkina Faso","Africa","Y2012","France","33.3","1.8"
"221","Burkina Faso","Africa","Y2013","France","31.5","1.8"
"222","Burkina Faso","Africa","Y2014","France","29.9","1.8"
"223","Burkina Faso","Africa","Y2015","France","28.4","1.9"
"224","Burkina Faso","Africa","Y2016","France","27","1.9"
"225","Burkina Faso","Africa","Y2017","France","25.8","2"
"226","Burkina Faso","Africa","Y2018","France","24.8","2"
"227","Burkina Faso","Africa","Y2019","France","23.9","2"
"228","Burkina Faso","Africa","Y2020","France","23.1","2"
"229","Burkina Faso","Africa","Y2021","France","22.4","2"
"230","Burkina Faso","Africa","Y2022","France","21.8","2"
"231","Burundi","Africa","Y2000","Germany","63.1","1.9"
"232","Burundi","Africa","Y2001","Germany","62.6","2"
"233","Burundi","Africa","Y2002","Germany","62","2.1"
"234","Burundi","Africa","Y2003","Germany","61.5","2.1"
"235","Burundi","Africa","Y2004","Germany","61","2.2"
"236","Burundi","Africa","Y2005","Germany","60.6","2.1"
"237","Burundi","Africa","Y2006","Germany","60.2","2.1"
"238","Burundi","Africa","Y2007","Germany","59.7","2.1"
"239","Burundi","Africa","Y2008","Germany","59.1","2"
"240","Burundi","Africa","Y2009","Germany","58.4","2"
"241","Burundi","Africa","Y2010","Germany","57.7","2.1"
"242","Burundi","Africa","Y2011","Germany","57","2.1"
"243","Burundi","Africa","Y2012","Germany","56.5","2.2"
"244","Burundi","Africa","Y2013","Germany","56.1","2.2"
"245","Burundi","Africa","Y2014","Germany","55.9","2.3"
"246","Burundi","Africa","Y2015","Germany","55.9","2.5"
"247","Burundi","Africa","Y2016","Germany","55.9","2.6"
"248","Burundi","Africa","Y2017","Germany","56","2.8"
"249","Burundi","Africa","Y2018","Germany","56.1","2.9"
"250","Burundi","Africa","Y2019","Germany","56.2","3.1"
"251","Burundi","Africa","Y2020","Germany","56.3","3.2"
"252","Burundi","Africa","Y2021","Germany","56.4","3.4"
"253","Burundi","Africa","Y2022","Germany","56.5","3.6"
"254","Cabo Verde","Africa","Y2000","Portugal","17.8",NA
"255","Cabo Verde","Africa","Y2001","Portugal","17.3",NA
"256","Cabo Verde","Africa","Y2002","Portugal","16.9",NA
"257","Cabo Verde","Africa","Y2003","Portugal","16.4",NA
"258","Cabo Verde","Africa","Y2004","Portugal","15.9",NA
"259","Cabo Verde","Africa","Y2005","Portugal","15.6",NA
"260","Cabo Verde","Africa","Y2006","Portugal","15.4",NA
"261","Cabo Verde","Africa","Y2007","Portugal","15.1",NA
"262","Cabo Verde","Africa","Y2008","Portugal","14.8",NA
"263","Cabo Verde","Africa","Y2009","Portugal","14.3",NA
"264","Cabo Verde","Africa","Y2010","Portugal","13.8",NA
"265","Cabo Verde","Africa","Y2011","Portugal","13.2",NA
"266","Cabo Verde","Africa","Y2012","Portugal","12.6",NA
"267","Cabo Verde","Africa","Y2013","Portugal","12.1",NA
"268","Cabo Verde","Africa","Y2014","Portugal","11.7",NA
"269","Cabo Verde","Africa","Y2015","Portugal","11.4",NA
"270","Cabo Verde","Africa","Y2016","Portugal","11.1",NA
"271","Cabo Verde","Africa","Y2017","Portugal","10.8",NA
"272","Cabo Verde","Africa","Y2018","Portugal","10.5",NA
"273","Cabo Verde","Africa","Y2019","Portugal","10.2",NA
"274","Cabo Verde","Africa","Y2020","Portugal","9.9",NA
"275","Cabo Verde","Africa","Y2021","Portugal","9.6",NA
"276","Cabo Verde","Africa","Y2022","Portugal","9.4",NA
"277","Cameroon","Africa","Y2000","France","37.5","8"
"278","Cameroon","Africa","Y2001","France","37.6","9.2"
"279","Cameroon","Africa","Y2002","France","37.6","10.4"
"280","Cameroon","Africa","Y2003","France","37.5","11"
"281","Cameroon","Africa","Y2004","France","37.3","10.8"
"282","Cameroon","Africa","Y2005","France","37","10.1"
"283","Cameroon","Africa","Y2006","France","36.6","9.1"
"284","Cameroon","Africa","Y2007","France","36.1","8.1"
"285","Cameroon","Africa","Y2008","France","35.4","7.4"
"286","Cameroon","Africa","Y2009","France","34.6","7"
"287","Cameroon","Africa","Y2010","France","33.7","6.9"
"288","Cameroon","Africa","Y2011","France","32.9","7"
"289","Cameroon","Africa","Y2012","France","32.1","7.1"
"290","Cameroon","Africa","Y2013","France","31.5","7.4"
"291","Cameroon","Africa","Y2014","France","31","7.6"
"292","Cameroon","Africa","Y2015","France","30.5","7.9"
"293","Cameroon","Africa","Y2016","France","30","8.2"
"294","Cameroon","Africa","Y2017","France","29.5","8.5"
"295","Cameroon","Africa","Y2018","France","29","8.8"
"296","Cameroon","Africa","Y2019","France","28.5","9.1"
"297","Cameroon","Africa","Y2020","France","27.9","9.5"
"298","Cameroon","Africa","Y2021","France","27.3","10"
"299","Cameroon","Africa","Y2022","France","26.9","10.5"
"300","Central African Republic","Africa","Y2000","France","43.1","7.3"
"301","Central African Republic","Africa","Y2001","France","43.3","7.5"
"302","Central African Republic","Africa","Y2002","France","43.4","7.6"
"303","Central African Republic","Africa","Y2003","France","43.5","7.4"
"304","Central African Republic","Africa","Y2004","France","43.5","7.1"
"305","Central African Republic","Africa","Y2005","France","43.6","6.6"
"306","Central African Republic","Africa","Y2006","France","43.5","6.1"
"307","Central African Republic","Africa","Y2007","France","43.3","5.5"
"308","Central African Republic","Africa","Y2008","France","42.8","5"
"309","Central African Republic","Africa","Y2009","France","42.3","4.6"
"310","Central African Republic","Africa","Y2010","France","41.7","4.2"
"311","Central African Republic","Africa","Y2011","France","41.1","3.8"
"312","Central African Republic","Africa","Y2012","France","40.6","3.5"
"313","Central African Republic","Africa","Y2013","France","40.6","3.3"
"314","Central African Republic","Africa","Y2014","France","40.8","3.1"
"315","Central African Republic","Africa","Y2015","France","40.9","2.9"
"316","Central African Republic","Africa","Y2016","France","40.9","2.8"
"317","Central African Republic","Africa","Y2017","France","40.9","2.7"
"318","Central African Republic","Africa","Y2018","France","40.8","2.7"
"319","Central African Republic","Africa","Y2019","France","40.5","2.6"
"320","Central African Republic","Africa","Y2020","France","40.3","2.6"
"321","Central African Republic","Africa","Y2021","France","40","2.6"
"322","Central African Republic","Africa","Y2022","France","39.8","2.6"
"323","Chad","Africa","Y2000","France","42","3.4"
"324","Chad","Africa","Y2001","France","42.1","3.9"
"325","Chad","Africa","Y2002","France","42.4","4.3"
"326","Chad","Africa","Y2003","France","42.5","4.5"
"327","Chad","Africa","Y2004","France","42.6","4.3"
"328","Chad","Africa","Y2005","France","42.6","3.9"
"329","Chad","Africa","Y2006","France","42.5","3.5"
"330","Chad","Africa","Y2007","France","42.3","3.1"
"331","Chad","Africa","Y2008","France","41.9","2.7"
"332","Chad","Africa","Y2009","France","41.3","2.6"
"333","Chad","Africa","Y2010","France","40.5","2.5"
"334","Chad","Africa","Y2011","France","39.7","2.5"
"335","Chad","Africa","Y2012","France","38.9","2.5"
"336","Chad","Africa","Y2013","France","38.2","2.6"
"337","Chad","Africa","Y2014","France","37.6","2.7"
"338","Chad","Africa","Y2015","France","36.9","2.8"
"339","Chad","Africa","Y2016","France","36.3","2.8"
"340","Chad","Africa","Y2017","France","35.7","2.9"
"341","Chad","Africa","Y2018","France","35","3"
"342","Chad","Africa","Y2019","France","34.4","3"
"343","Chad","Africa","Y2020","France","33.6","3.1"
"344","Chad","Africa","Y2021","France","32.9","3.2"
"345","Chad","Africa","Y2022","France","32.3","3.2"
"346","Comoros","Africa","Y2000","France","43.9","13.5"
"347","Comoros","Africa","Y2001","France","43.8","14.8"
"348","Comoros","Africa","Y2002","France","43.6","15.8"
"349","Comoros","Africa","Y2003","France","43","16.5"
"350","Comoros","Africa","Y2004","France","42.5","16.6"
"351","Comoros","Africa","Y2005","France","41.8","16.4"
"352","Comoros","Africa","Y2006","France","40.9","15.8"
"353","Comoros","Africa","Y2007","France","40","15.1"
"354","Comoros","Africa","Y2008","France","38.7","14.2"
"355","Comoros","Africa","Y2009","France","37.2","13.5"
"356","Comoros","Africa","Y2010","France","35.5","12.8"
"357","Comoros","Africa","Y2011","France","33.7","12.1"
"358","Comoros","Africa","Y2012","France","31.9","11.5"
"359","Comoros","Africa","Y2013","France","30.2","11"
"360","Comoros","Africa","Y2014","France","28.6","10.5"
"361","Comoros","Africa","Y2015","France","27.2","10.1"
"362","Comoros","Africa","Y2016","France","25.8","9.7"
"363","Comoros","Africa","Y2017","France","24.4","9.3"
"364","Comoros","Africa","Y2018","France","23","9"
"365","Comoros","Africa","Y2019","France","21.7","8.7"
"366","Comoros","Africa","Y2020","France","20.6","8.3"
"367","Comoros","Africa","Y2021","France","19.6","8"
"368","Comoros","Africa","Y2022","France","18.8","7.7"
"369","Congo","Africa","Y2000","France","33.7","6.8"
"370","Congo","Africa","Y2001","France","33.6","7.1"
"371","Congo","Africa","Y2002","France","33.4","7.2"
"372","Congo","Africa","Y2003","France","32.6","7.4"
"373","Congo","Africa","Y2004","France","31.8","7.3"
"374","Congo","Africa","Y2005","France","30.9","7.1"
"375","Congo","Africa","Y2006","France","30","6.8"
"376","Congo","Africa","Y2007","France","29.2","6.4"
"377","Congo","Africa","Y2008","France","28","6.1"
"378","Congo","Africa","Y2009","France","26.8","5.8"
"379","Congo","Africa","Y2010","France","25.5","5.5"
"380","Congo","Africa","Y2011","France","24.2","5.3"
"381","Congo","Africa","Y2012","France","23.1","5.1"
"382","Congo","Africa","Y2013","France","22.2","4.9"
"383","Congo","Africa","Y2014","France","21.5","4.7"
"384","Congo","Africa","Y2015","France","20.9","4.6"
"385","Congo","Africa","Y2016","France","20.3","4.5"
"386","Congo","Africa","Y2017","France","19.7","4.4"
"387","Congo","Africa","Y2018","France","19.1","4.4"
"388","Congo","Africa","Y2019","France","18.5","4.4"
"389","Congo","Africa","Y2020","France","17.8","4.4"
"390","Congo","Africa","Y2021","France","17.1","4.5"
"391","Congo","Africa","Y2022","France","16.5","4.5"
"392","Cote d'Ivoire","Africa","Y2000","France","32.6","4.9"
"393","Cote d'Ivoire","Africa","Y2001","France","32.8","5.6"
"394","Cote d'Ivoire","Africa","Y2002","France","33.1","6.1"
"395","Cote d'Ivoire","Africa","Y2003","France","33.2","6.3"
"396","Cote d'Ivoire","Africa","Y2004","France","33.4","6"
"397","Cote d'Ivoire","Africa","Y2005","France","33.5","5.3"
"398","Cote d'Ivoire","Africa","Y2006","France","33.6","4.6"
"399","Cote d'Ivoire","Africa","Y2007","France","33.4","3.9"
"400","Cote d'Ivoire","Africa","Y2008","France","33","3.3"
"401","Cote d'Ivoire","Africa","Y2009","France","32.3","3"
"402","Cote d'Ivoire","Africa","Y2010","France","31.4","2.8"
"403","Cote d'Ivoire","Africa","Y2011","France","30.5","2.7"
"404","Cote d'Ivoire","Africa","Y2012","France","29.6","2.6"
"405","Cote d'Ivoire","Africa","Y2013","France","28.7","2.6"
"406","Cote d'Ivoire","Africa","Y2014","France","27.7","2.5"
"407","Cote d'Ivoire","Africa","Y2015","France","26.9","2.5"
"408","Cote d'Ivoire","Africa","Y2016","France","25.9","2.5"
"409","Cote d'Ivoire","Africa","Y2017","France","24.8","2.5"
"410","Cote d'Ivoire","Africa","Y2018","France","23.8","2.5"
"411","Cote d'Ivoire","Africa","Y2019","France","22.8","2.5"
"412","Cote d'Ivoire","Africa","Y2020","France","21.8","2.5"
"413","Cote d'Ivoire","Africa","Y2021","France","20.9","2.6"
"414","Cote d'Ivoire","Africa","Y2022","France","20.2","2.6"
"415","Czechia","Europe","Y2000",NA,"2.6","4.6"
"416","Czechia","Europe","Y2001",NA,"2.6","4.6"
"417","Czechia","Europe","Y2002",NA,"2.7","4.6"
"418","Czechia","Europe","Y2003",NA,"2.7","4.6"
"419","Czechia","Europe","Y2004",NA,"2.7","4.7"
"420","Czechia","Europe","Y2005",NA,"2.7","4.7"
"421","Czechia","Europe","Y2006",NA,"2.7","4.8"
"422","Czechia","Europe","Y2007",NA,"2.7","4.9"
"423","Czechia","Europe","Y2008",NA,"2.6","4.9"
"424","Czechia","Europe","Y2009",NA,"2.6","5"
"425","Czechia","Europe","Y2010",NA,"2.5","5.1"
"426","Czechia","Europe","Y2011",NA,"2.5","5.2"
"427","Czechia","Europe","Y2012",NA,"2.5","5.3"
"428","Czechia","Europe","Y2013",NA,"2.5","5.4"
"429","Czechia","Europe","Y2014",NA,"2.5","5.5"
"430","Czechia","Europe","Y2015",NA,"2.5","5.6"
"431","Czechia","Europe","Y2016",NA,"2.5","5.7"
"432","Czechia","Europe","Y2017",NA,"2.5","5.7"
"433","Czechia","Europe","Y2018",NA,"2.5","5.8"
"434","Czechia","Europe","Y2019",NA,"2.5","5.9"
"435","Czechia","Europe","Y2020",NA,"2.5","5.9"
"436","Czechia","Europe","Y2021",NA,"2.5","6"
"437","Czechia","Europe","Y2022",NA,"2.5","6.1"
"438","Democratic Republic of the Congo","Africa","Y2000","Belgium","46","6.5"
"439","Democratic Republic of the Congo","Africa","Y2001","Belgium","46","6.9"
"440","Democratic Republic of the Congo","Africa","Y2002","Belgium","46","7.1"
"441","Democratic Republic of the Congo","Africa","Y2003","Belgium","46","7.2"
"442","Democratic Republic of the Congo","Africa","Y2004","Belgium","45.9","7.1"
"443","Democratic Republic of the Congo","Africa","Y2005","Belgium","45.7","6.9"
"444","Democratic Republic of the Congo","Africa","Y2006","Belgium","45.5","6.5"
"445","Democratic Republic of the Congo","Africa","Y2007","Belgium","45.2","6.1"
"446","Democratic Republic of the Congo","Africa","Y2008","Belgium","44.7","5.8"
"447","Democratic Republic of the Congo","Africa","Y2009","Belgium","44.3","5.4"
"448","Democratic Republic of the Congo","Africa","Y2010","Belgium","43.7","5.1"
"449","Democratic Republic of the Congo","Africa","Y2011","Belgium","43.2","4.9"
"450","Democratic Republic of the Congo","Africa","Y2012","Belgium","42.7","4.6"
"451","Democratic Republic of the Congo","Africa","Y2013","Belgium","42.3","4.5"
